
<html>
 <head>
  <title>California Weather Data: Comma-delimited data file--UC IPM</title>
 </head>
 <body>
 <pre>
"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve <a href=#COLHDR>data in comma delimited data file format</a>"
" "
"Weather database request:  "
" "
"Time Period: March 1, 1998 to August 16, 2020, retrieved on August 17, 2020"
" (8205 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station SJ_VALLEY.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation         7504          610            5           86            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Air Temps, max/min    7890          216           23           76            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   HOLLISTR.C   HOLLISTR.C   "
"Soil Temps, max/min   7897            0            0            0          308        "
"                     SJ_VALLEY.A  none         none         none         "
"Rel. Humidity         7841            0            0            0          364        "
"                     SJ_VALLEY.A  none         none         none         "
"ETo                   7969            0            0            0          236        "
"                     SJ_VALLEY.A  none         none         none         "
"Solar Radiation       7888          218            0           99            0        "
"                     SJ_VALLEY.A  HOLLISTR.A   none         SANJOSE.A    "
"Wind Speed & Dir      7943            0            0            0          262        "
"                     SJ_VALLEY.A  none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Inches"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Fahrenheit"
"   7       Air temperature, minimum      Fahrenheit"
"   8       Air temperature, observed     Fahrenheit"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Miles per hour"
"  12       Bulb temperature, wet         Fahrenheit"
"  13       Bulb temperature, dry         Fahrenheit"
"  14       Soil temperature, maximum     Fahrenheit"
"  15       Soil temperature, minimum     Fahrenheit"
"  16       Pan evaporation               Inches"
"  17       Solar radiation               Langleys"
"  18       Reference evapotranspiration  Inches"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
<a name=COLHDR>" "</a>
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
SJ_VALLEY.A,20050628,2359,0.00,,74,53,,,,,,,,,,577,,,,
SJ_VALLEY.A,20050629,2359,0.00,,87,50,,,NW,6,,,,,,690,0.00,,,
SJ_VALLEY.A,20050630,2359,0.00,,85,51,,,NW,8,,,,,,689,0.25,,,
SJ_VALLEY.A,20050701,2359,0.00,,79,52,,,NW,5,,,76,66,,686,0.24,99.7,52.4,
SJ_VALLEY.A,20050702,2359,0.00,,73,53,,,NW,6,,,74,67,,606,0.20,98.5,59.5,
SJ_VALLEY.A,20050703,2359,0.00,,77,51,,,NW,5,,,75,66,,655,0.23,99.6,50.1,
SJ_VALLEY.A,20050704,2359,0.00,,76,51,,,NW,5,,,75,66,,649,0.22,99.3,53.7,
SJ_VALLEY.A,20050705,2359,0.00,,73,51,,,NW,4,,,75,66,,608,0.20,98.3,55.5,
SJ_VALLEY.A,20050706,2359,0.00,,83,50,,,NW,4,,,77,65,,614,0.21,98.4,47.9,
SJ_VALLEY.A,20050707,2359,0.03,,79,52,,,NW,5,,,77,67,,630,0.22,98.7,46.9,
SJ_VALLEY.A,20050708,2359,0.00,,78,49,,,W,5,,,77,67,,683,0.24,98.2,49.9,
SJ_VALLEY.A,20050709,2359,0.00,,77,56,,,W,5,,,79,69,,663,0.24,94.2,55.1,
SJ_VALLEY.A,20050710,2359,0.00,,81,53,,,W,4,,,80,68,,674,0.24,97.8,48.5,
SJ_VALLEY.A,20050711,2359,0.00,,85,57,,,NW,4,,,81,69,,684,0.25,97.5,48.1,
SJ_VALLEY.A,20050712,2359,0.00,,89,57,,,NW,5,,,82,70,,675,0.27,96.0,39.5,
SJ_VALLEY.A,20050713,2359,0.00,,82,55,,,NW,6,,,81,70,,667,0.25,96.3,48.8,
SJ_VALLEY.A,20050714,2359,0.00,,85,53,,,NW,5,,,82,70,,664,0.26,99.0,40.9,
SJ_VALLEY.A,20050715,2359,0.00,,88,51,,,NW,5,,,82,69,,664,0.25,99.3,33.8,
SJ_VALLEY.A,20050716,2359,0.00,,86,54,,,NW,5,,,82,70,,656,0.26,99.2,43.4,
SJ_VALLEY.A,20050717,2359,0.00,,87,53,,,NW,6,,,83,69,,663,0.25,98.7,44.7,
SJ_VALLEY.A,20050718,2359,0.01,,81,54,,,NW,6,,,82,70,,643,0.24,98.8,49.3,
SJ_VALLEY.A,20050719,2359,0.01,,82,55,,,NW,5,,,82,71,,604,0.22,100.0,42.1,
SJ_VALLEY.A,20050720,2359,0.00,,81,54,,,NW,6,,,82,70,,623,0.23,100.0,50.1,
SJ_VALLEY.A,20050721,2359,0.00,,72,55,,,NW,5,,,75,70,,305,0.09,97.7,70.1,
SJ_VALLEY.A,20050722,2359,0.00,,86,54,,,NW,4,,,83,67,,651,0.24,98.1,41.8,
SJ_VALLEY.A,20050723,2359,0.00,,99,55,,,NW,5,,,85,70,,673,0.28,96.4,18.8,
SJ_VALLEY.A,20050724,2359,0.00,,85,57,,,NW,6,,,,,,660,0.27,96.7,37.9,
SJ_VALLEY.A,20050725,2359,0.00,,82,50,,,NW,5,,,83,70,,680,0.24,100.0,41.5,
SJ_VALLEY.A,20050726,2359,0.00,,83,49,,,NW,5,,,82,69,,672,0.24,100.0,42.6,
SJ_VALLEY.A,20050727,2359,0.00,,82,53,,,NW,6,,,82,69,,617,0.22,99.9,48.0,
SJ_VALLEY.A,20050728,2359,0.00,,79,54,,,NW,6,,,81,70,,628,0.23,98.4,51.5,
SJ_VALLEY.A,20050729,2359,0.00,,80,54,,,NW,5,,,82,70,,610,0.22,98.1,48.1,
SJ_VALLEY.A,20050730,2359,0.00,,83,53,,,NW,5,,,83,69,,639,0.24,98.2,46.0,
SJ_VALLEY.A,20050731,2359,0.00,,88,53,,,NW,5,,,84,70,,636,0.25,99.1,42.8,
SJ_VALLEY.A,20050801,2359,0.00,,87,50,,,NW,4,,,85,69,,655,0.24,99.5,40.7,
SJ_VALLEY.A,20050802,2359,0.00,,92,50,,,NW,5,,,85,69,,668,0.26,97.2,15.5,
SJ_VALLEY.A,20050803,2359,0.00,,81,51,,,NW,6,,,83,69,,643,0.24,99.5,47.1,
SJ_VALLEY.A,20050804,2359,0.00,,87,52,,,NW,5,,,84,70,,625,0.23,100.0,37.9,
SJ_VALLEY.A,20050805,2359,0.00,,90,51,,,NW,4,,,85,69,,636,0.25,99.7,34.5,
SJ_VALLEY.A,20050806,2359,0.00,,88,54,,,NW,5,,,84,70,,581,0.23,95.4,39.0,
SJ_VALLEY.A,20050807,2359,0.00,,86,52,,,NW,5,,,84,70,,625,0.24,96.2,35.7,
SJ_VALLEY.A,20050808,2359,0.04,,81,52,,,NW,6,,,81,70,,623,0.23,99.8,43.7,
SJ_VALLEY.A,20050809,2359,0.00,,84,54,,,NW,5,,,82,70,,589,0.21,99.0,45.5,
SJ_VALLEY.A,20050810,2359,0.00,,86,53,,,NW,5,,,82,70,,606,0.23,100.0,34.7,
SJ_VALLEY.A,20050811,2359,0.00,,87,47,,,NW,5,,,83,67,,647,0.25,99.9,31.2,
SJ_VALLEY.A,20050812,2359,0.00,,78,50,,,NW,6,,,81,69,,600,0.21,100.0,51.4,
SJ_VALLEY.A,20050813,2359,0.00,,68,54,,,W,7,,,79,69,,570,0.18,97.0,68.3,
SJ_VALLEY.A,20050814,2359,0.00,,71,53,,,W,6,,,77,69,,412,0.13,96.0,66.1,
SJ_VALLEY.A,20050815,2359,0.00,,70,53,,,NW,3,,,72,68,,174,0.04,95.4,68.7,
SJ_VALLEY.A,20050816,2359,0.00,,76,53,,,NW,6,,,78,66,,589,0.20,98.9,58.7,
SJ_VALLEY.A,20050817,2359,0.00,,79,54,,,NW,5,,,79,68,,546,0.19,99.9,48.7,
SJ_VALLEY.A,20050818,2359,0.00,,71,55,,,NW,6,,,77,69,,515,0.17,97.4,66.9,
SJ_VALLEY.A,20050819,2359,0.00,,75,54,,,NW,6,,,79,69,,583,0.20,98.3,50.8,
SJ_VALLEY.A,20050820,2359,0.00,,78,53,,,NW,4,,,80,69,,545,0.19,99.0,54.9,
SJ_VALLEY.A,20050821,2359,0.00,,81,51,,,NW,4,,,81,68,,556,0.19,98.4,50.9,
SJ_VALLEY.A,20050822,2359,0.00,,82,49,,,NW,4,,,81,67,,583,0.21,99.0,42.8,
SJ_VALLEY.A,20050823,2359,0.00,,82,48,,,NW,5,,,79,67,,595,0.21,99.9,44.1,
SJ_VALLEY.A,20050824,2359,0.00,,73,52,,,NW,6,,,78,69,,507,0.17,97.4,60.3,
SJ_VALLEY.A,20050825,2359,0.00,,80,51,,,NW,5,,,80,68,,582,0.21,94.2,42.8,
SJ_VALLEY.A,20050826,2359,0.00,,86,49,,,NW,5,,,81,67,,575,0.23,97.1,22.8,
SJ_VALLEY.A,20050827,2359,0.00,,88,53,,,NW,5,,,83,69,,571,0.23,94.8,36.5,
SJ_VALLEY.A,20050828,2359,0.00,,88,51,,,NW,5,,,83,69,,573,0.23,98.1,33.4,
SJ_VALLEY.A,20050829,2359,0.00,,85,47,,,NW,4,,,81,67,,585,0.22,99.7,25.1,
SJ_VALLEY.A,20050830,2359,0.00,,91,48,,,W,3,,,83,67,,593,0.22,96.5,17.2,
SJ_VALLEY.A,20050831,2359,0.00,,85,50,,,NW,5,,,81,68,,573,0.23,98.0,33.1,
SJ_VALLEY.A,20050901,2359,0.00,,76,51,,,NW,6,,,78,69,,532,0.18,99.3,50.1,
SJ_VALLEY.A,20050902,2359,0.00,,78,52,,,NW,5,,,79,69,,529,0.18,99.0,46.2,
SJ_VALLEY.A,20050903,2359,0.00,,78,49,,,NW,5,,,79,68,,518,0.18,100.0,47.4,
SJ_VALLEY.A,20050904,2359,0.00,,78,51,,,NW,5,,,78,68,,522,0.18,96.4,43.6,
SJ_VALLEY.A,20050905,2359,0.00,,82,46,,,SE,4,,,79,66,,564,0.21,99.0,25.1,
SJ_VALLEY.A,20050906,2359,0.00,,79,47,,,NW,5,,,78,66,,538,0.19,99.5,44.8,
SJ_VALLEY.A,20050907,2359,0.00,,72,47,,,SE,5,,,76,67,,496,0.16,98.7,59.3,
SJ_VALLEY.A,20050908,2359,0.00,,69,55,,,W,7,,,76,68,,449,0.15,93.0,64.9,
SJ_VALLEY.A,20050909,2359,0.00,,69,57,,,W,6,,,74,68,,304,0.10,94.9,68.8,
SJ_VALLEY.A,20050910,2359,0.00,,71,51,,,W,6,,,75,66,,512,0.17,91.4,52.8,
SJ_VALLEY.A,20050911,2359,0.00,,68,49,,,W,6,,,75,65,,534,0.17,95.9,57.8,
SJ_VALLEY.A,20050912,2359,0.00,,70,42,,,SE,4,,,74,62,,518,0.16,98.9,50.6,
SJ_VALLEY.A,20050913,2359,0.00,,69,46,,,NW,5,,,73,65,,398,0.12,,,
SJ_VALLEY.A,20050914,2359,0.00,,71,50,,,NW,4,,,74,65,,466,0.15,97.9,54.6,
SJ_VALLEY.A,20050915,2359,0.00,,73,49,,,NW,5,,,74,66,,420,0.13,96.6,47.5,
SJ_VALLEY.A,20050916,2359,0.00,,70,51,,,W,5,,,73,66,,447,0.15,97.0,58.3,
SJ_VALLEY.A,20050917,2359,0.00,,72,49,,,W,4,,,75,65,,484,0.16,98.1,53.1,
SJ_VALLEY.A,20050918,2359,0.00,,80,44,,,SE,3,,,75,62,,450,0.15,98.7,35.1,
SJ_VALLEY.A,20050919,2359,0.00,,91,47,,,NW,4,,,77,63,,500,0.19,94.8,24.4,
SJ_VALLEY.A,20050920,2359,0.00,,66,49,,,NW,4,,,71,66,,311,0.09,98.5,72.1,
SJ_VALLEY.A,20050921,2359,0.00,,86,50,,,NW,4,,,76,65,,458,0.17,99.5,29.3,
SJ_VALLEY.A,20050922,2359,0.00,,88,48,,,NW,4,,,77,64,,462,0.17,98.9,29.6,
SJ_VALLEY.A,20050923,2359,0.00,,71,46,,,SE,5,,,74,65,,456,0.15,99.4,47.7,
SJ_VALLEY.A,20050924,2359,0.00,,78,42,,,SE,4,,,74,61,,487,0.16,96.4,32.6,
SJ_VALLEY.A,20050925,2359,0.00,,81,43,,,SE,4,,,74,61,,478,0.17,92.5,24.8,
SJ_VALLEY.A,20050926,2359,0.00,,75,49,,,W,6,,,73,64,,428,0.15,93.8,50.7,
SJ_VALLEY.A,20050927,2359,0.01,,80,49,,,SE,4,,,75,64,,425,0.14,95.1,44.6,
SJ_VALLEY.A,20050928,2359,0.00,,89,50,,,SE,3,,,77,64,,478,0.17,95.6,27.7,
SJ_VALLEY.A,20050929,2359,0.00,,97,49,,,SE,4,,,78,65,,479,0.18,91.6,15.3,
SJ_VALLEY.A,20050930,2359,0.00,,94,50,,,SE,4,,,78,65,,466,0.19,92.9,23.9,
SJ_VALLEY.A,20051001,2359,0.00,,80,46,,,E,4,,,76,64,,446,0.15,98.2,50.7,
SJ_VALLEY.A,20051002,2359,0.00,,71,49,,,W,4,,,74,66,,461,0.15,95.6,46.4,
SJ_VALLEY.A,20051003,2359,0.00,,68,46,,,W,5,,,73,63,,466,0.15,92.3,42.2,
SJ_VALLEY.A,20051004,2359,0.00,,72,47,,,SE,4,,,72,62,,456,0.15,91.9,36.3,
SJ_VALLEY.A,20051005,2359,0.00,,83,41,,,SE,3,,,73,60,,449,0.15,89.1,15.5,
SJ_VALLEY.A,20051006,2359,0.00,,88,45,,,SE,3,,,74,61,,441,0.16,84.3,16.3,
SJ_VALLEY.A,20051007,2359,0.00,,80,46,,,NW,5,,,73,62,,435,0.16,94.5,37.7,
SJ_VALLEY.A,20051008,2359,0.00,,66,47,,,W,8,,,71,62,,424,0.14,91.4,56.9,
SJ_VALLEY.A,20051009,2359,0.00,,79,41,,,SE,3,,,71,59,,431,0.14,98.3,32.3,
SJ_VALLEY.A,20051010,2359,0.00,,84,43,,,SE,4,,,72,60,,432,0.15,95.6,19.7,
SJ_VALLEY.A,20051011,2359,0.00,,73,41,,,SE,5,,,70,60,,418,0.14,98.1,43.5,
SJ_VALLEY.A,20051012,2359,0.00,,83,44,,,SE,3,,,72,61,,414,0.14,99.9,31.8,
SJ_VALLEY.A,20051013,2359,0.00,,91,46,,,SE,3,,,73,60,,414,0.15,94.4,17.1,
SJ_VALLEY.A,20051014,2359,0.00,,83,47,,,NW,5,,,71,62,,392,0.15,93.8,29.2,
SJ_VALLEY.A,20051015,2359,0.10,,67,48,,,W,4,,,67,61,,252,0.07,98.4,65.3,
SJ_VALLEY.A,20051016,2359,0.00,,81,43,,,SE,3,,,69,58,,400,0.13,99.1,29.2,
SJ_VALLEY.A,20051017,2359,0.00,,85,46,,,W,5,,,70,59,,384,0.16,89.6,26.8,
SJ_VALLEY.A,20051018,2359,0.00,,67,52,,,NW,5,,,68,62,,276,0.09,93.5,69.8,
SJ_VALLEY.A,20051019,2359,0.00,,70,51,,,NW,4,,,70,64,,298,0.09,95.0,58.8,
SJ_VALLEY.A,20051020,2359,0.00,,76,51,,,NW,3,,,71,63,,340,0.10,94.9,49.7,
SJ_VALLEY.A,20051021,2359,0.00,,81,46,,,SE,3,,,71,60,,370,0.12,99.1,37.7,
SJ_VALLEY.A,20051022,2359,0.00,,74,44,,,NW,4,,,69,61,,339,0.10,99.6,54.1,
SJ_VALLEY.A,20051023,2359,0.01,,73,43,,,SE,3,,,68,60,,308,0.09,99.9,48.6,
SJ_VALLEY.A,20051024,2359,0.00,,65,46,,,NW,4,,,67,61,,266,0.07,99.4,70.2,
SJ_VALLEY.A,20051025,2359,0.00,,65,44,,,NW,4,,,66,60,,205,0.05,97.5,64.2,
SJ_VALLEY.A,20051026,2359,0.00,,70,53,,,NW,5,,,66,61,,251,0.06,99.6,64.7,
SJ_VALLEY.A,20051027,2359,0.02,,66,47,,,SE,4,,,65,60,,258,0.08,90.6,43.0,
SJ_VALLEY.A,20051028,2359,0.00,,72,45,,,W,4,,,66,58,,330,0.11,93.6,41.2,
SJ_VALLEY.A,20051029,2359,0.00,,70,49,,,SE,3,,,67,60,,313,0.09,88.8,53.3,
SJ_VALLEY.A,20051030,2359,0.00,,74,41,,,SE,3,,,66,57,,344,0.10,98.8,38.0,
SJ_VALLEY.A,20051031,2359,0.00,,82,40,,,SE,3,,,67,56,,344,0.12,94.4,17.8,
SJ_VALLEY.A,20051101,2359,0.00,,77,44,,,SE,4,,,67,57,,326,0.11,95.5,34.7,
SJ_VALLEY.A,20051102,2359,0.00,,63,46,,,SE,5,,,64,59,,194,0.06,95.2,58.9,
SJ_VALLEY.A,20051103,2359,0.00,,65,37,,,W,5,,,63,54,,328,0.09,98.0,46.0,
SJ_VALLEY.A,20051104,2359,0.00,,66,47,,,SE,4,,,63,58,,183,0.05,97.4,65.6,
SJ_VALLEY.A,20051105,2359,0.00,,70,38,,,SE,3,,,63,54,,317,0.08,98.7,39.9,
SJ_VALLEY.A,20051106,2359,0.00,,67,44,,,NW,3,,,62,56,,158,0.04,96.3,57.1,
SJ_VALLEY.A,20051107,2359,0.00,,70,52,,,W,3,,,64,59,,154,0.04,97.5,59.4,
SJ_VALLEY.A,20051108,2359,0.00,,73,52,,,W,3,,,66,60,,269,0.08,98.3,46.6,
SJ_VALLEY.A,20051109,2359,0.09,,70,49,,,SE,3,,,63,59,,171,0.05,96.3,49.3,
SJ_VALLEY.A,20051110,2359,0.00,,68,49,,,SE,3,,,63,58,,207,0.05,98.3,56.2,
SJ_VALLEY.A,20051111,2359,0.00,,65,42,,,SE,4,,,61,55,,232,0.06,99.2,60.4,
SJ_VALLEY.A,20051112,2359,0.00,,69,49,,,N,3,,,63,58,,259,0.07,94.9,52.7,
SJ_VALLEY.A,20051113,2359,0.00,,72,40,,,SE,3,,,62,54,,270,0.08,98.6,31.1,
SJ_VALLEY.A,20051114,2359,0.00,,75,46,,,SE,3,,,64,56,,282,0.08,97.7,49.6,
SJ_VALLEY.A,20051115,2359,0.00,,77,47,,,SE,4,,,64,57,,295,0.11,83.9,28.6,
SJ_VALLEY.A,20051116,2359,0.00,,82,42,,,SE,3,,,64,55,,291,0.09,94.7,28.4,
SJ_VALLEY.A,20051117,2359,0.00,,81,40,,,SE,3,,,63,54,,290,0.09,96.3,21.2,
SJ_VALLEY.A,20051118,2359,0.00,,85,41,,,SE,3,,,63,54,,290,0.09,89.4,18.4,
SJ_VALLEY.A,20051119,2359,0.00,,82,37,,,SE,3,,,62,53,,295,0.09,94.1,17.6,
SJ_VALLEY.A,20051120,2359,0.00,,83,36,,,SE,3,,,61,52,,290,0.09,91.0,19.1,
SJ_VALLEY.A,20051121,2359,0.00,,80,36,,,SE,3,,,60,51,,263,0.08,87.5,18.4,
SJ_VALLEY.A,20051122,2359,0.00,,77,36,,,SE,3,,,60,51,,274,0.08,83.3,23.8,
SJ_VALLEY.A,20051123,2359,0.00,,77,39,,,SE,3,,,60,52,,262,0.08,85.3,27.3,
SJ_VALLEY.A,20051124,2359,0.00,,68,38,,,SE,3,,,59,52,,191,0.05,92.1,40.1,
SJ_VALLEY.A,20051125,2359,0.05,,64,42,,,W,4,,,60,54,,120,0.03,97.0,75.5,
SJ_VALLEY.A,20051126,2359,0.00,,59,37,,,SE,4,,,56,50,,276,0.07,94.1,35.7,
SJ_VALLEY.A,20051127,2359,0.00,,64,28,,,SE,3,,,54,47,,265,0.06,93.6,19.0,
SJ_VALLEY.A,20051128,2359,0.19,,64,34,,,W,4,,,56,48,,245,0.07,95.2,21.2,
SJ_VALLEY.A,20051129,2359,0.04,,60,46,,,NW,3,,,58,53,,137,0.03,99.4,86.3,
SJ_VALLEY.A,20051130,2359,0.00,,67,48,,,E,2,,,59,55,,185,0.04,97.8,61.4,
SJ_VALLEY.A,20051201,2359,0.91,,65,49,,,SW,5,,,58,55,,88,0.03,96.5,74.8,
SJ_VALLEY.A,20051202,2359,0.32,,57,41,,,SE,4,,,58,53,,241,0.06,97.7,44.5,
SJ_VALLEY.A,20051203,2359,0.00,,58,34,,,SE,3,,,54,49,,260,0.06,98.4,46.1,
SJ_VALLEY.A,20051204,2359,0.00,,60,29,,,SE,3,,,52,46,,262,0.06,96.2,33.3,
SJ_VALLEY.A,20051205,2359,0.00,,61,31,,,SE,3,,,51,45,,232,0.06,94.8,37.4,
SJ_VALLEY.A,20051206,2359,0.00,,64,28,,,SE,3,,,51,44,,243,0.06,96.5,28.6,
SJ_VALLEY.A,20051207,2359,0.03,,63,31,,,SE,2,,,50,44,,164,0.04,95.8,37.8,
SJ_VALLEY.A,20051208,2359,0.00,,59,42,,,SE,3,,,54,50,,129,0.03,94.2,61.4,
SJ_VALLEY.A,20051209,2359,0.00,,65,37,,,SE,3,,,53,48,,175,0.04,98.3,44.7,
SJ_VALLEY.A,20051210,2359,0.00,,69,35,,,SE,3,,,53,46,,222,0.06,92.9,37.8,
SJ_VALLEY.A,20051211,2359,0.00,,62,39,,,SE,2,,,53,48,,132,0.04,94.0,49.1,
SJ_VALLEY.A,20051212,2359,0.00,,58,43,,,SE,3,,,53,49,,114,0.03,94.7,61.7,
SJ_VALLEY.A,20051213,2359,0.00,,56,38,,,SE,3,,,52,48,,113,0.02,98.9,69.0,
SJ_VALLEY.A,20051214,2359,0.00,,58,32,,,SE,2,,,51,45,,167,0.04,99.6,60.3,
SJ_VALLEY.A,20051215,2359,0.00,,63,34,,,SE,3,,,51,45,,213,0.05,98.6,49.7,
SJ_VALLEY.A,20051216,2359,0.00,,58,30,,,SE,3,,,50,44,,229,0.05,98.1,56.9,
SJ_VALLEY.A,20051217,2359,0.06,,58,38,,,SE,2,,,51,46,,110,0.03,97.5,64.0,
SJ_VALLEY.A,20051218,2359,0.41,,63,50,,,SE,5,,,55,50,,81,0.02,97.4,77.5,
SJ_VALLEY.A,20051219,2359,0.16,,62,45,,,SE,2,,,55,52,,75,0.01,98.9,86.9,
SJ_VALLEY.A,20051220,2359,0.08,,66,46,,,SE,4,,,55,51,,118,0.03,98.5,68.7,
SJ_VALLEY.A,20051221,2359,0.50,,64,48,,,SE,3,,,55,52,,82,0.02,98.3,67.1,
SJ_VALLEY.A,20051222,2359,0.32,,63,55,,,E,3,,,58,55,,61,0.01,99.5,93.6,
SJ_VALLEY.A,20051223,1500,0.35,,69,55,,,,,,,,,,205,,,,
SJ_VALLEY.A,20051224,2359,0.00,,71,52,,,W,4,,,,,,323,0.05,,,
SJ_VALLEY.A,20051225,2359,0.35,,59,52,,,W,3,,,58,56,,69,0.01,99.4,88.5,
SJ_VALLEY.A,20051226,2359,0.32,,61,48,,,W,4,,,58,55,,173,0.04,,,
SJ_VALLEY.A,20051227,2359,0.00,,66,48,,,SE,3,,,58,54,,132,0.03,95.6,59.7,
SJ_VALLEY.A,20051228,2359,0.29,,64,43,,,SW,5,,,57,54,,85,0.02,97.1,77.1,
SJ_VALLEY.A,20051229,2359,0.00,,56,43,,,E,3,,,54,51,,136,0.03,,,
SJ_VALLEY.A,20051230,2359,0.12,,59,47,,,W,3,,,55,52,,91,0.02,98.4,71.0,
SJ_VALLEY.A,20051231,2359,0.02,,62,42,,,SW,9,,,57,53,,153,0.03,,,
SJ_VALLEY.A,20060101,1500,0.00,,57,43,,,,,,,,,,178,,,,
SJ_VALLEY.A,20060102,2359,0.00,,59,47,,,,,,,,,,125,,,,
SJ_VALLEY.A,20060103,2359,0.00,,56,46,,,SE,3,,,53,49,,163,0.02,,,
SJ_VALLEY.A,20060104,2359,0.00,,67,44,,,SE,3,,,55,51,,227,0.06,95.7,46.6,
SJ_VALLEY.A,20060105,2359,0.00,,69,41,,,SE,2,,,55,50,,213,0.05,95.6,47.8,
SJ_VALLEY.A,20060106,2359,0.01,,70,40,,,SE,2,,,55,49,,255,0.06,98.0,46.6,
SJ_VALLEY.A,20060107,2359,0.11,,62,46,,,W,4,,,56,52,,235,0.06,98.9,67.6,
SJ_VALLEY.A,20060108,2359,0.00,,59,40,,,SE,3,,,,,,205,0.05,,,
SJ_VALLEY.A,20060109,2359,0.00,,64,34,,,SE,3,,,53,48,,259,0.06,98.0,44.4,
SJ_VALLEY.A,20060110,2359,0.00,,62,35,,,SE,3,,,52,47,,241,0.05,98.2,54.2,
SJ_VALLEY.A,20060111,2359,0.00,,59,43,,,SE,3,,,53,49,,113,0.02,98.1,84.6,
SJ_VALLEY.A,20060112,2359,0.00,,65,36,,,SE,3,,,54,48,,254,0.06,99.5,57.8,
SJ_VALLEY.A,20060113,2359,0.00,,66,38,,,SE,4,,,53,48,,242,0.06,97.2,56.0,
SJ_VALLEY.A,20060114,2359,0.45,,56,43,,,SW,6,,,52,50,,118,0.03,96.7,72.5,
SJ_VALLEY.A,20060115,2359,0.00,,55,36,,,W,4,,,51,46,,275,0.06,95.4,49.3,
SJ_VALLEY.A,20060116,2359,0.00,,58,32,,,SE,3,,,50,46,,220,0.05,98.1,51.3,
SJ_VALLEY.A,20060117,2359,0.02,,59,36,,,SE,3,,,51,46,,201,0.05,96.7,44.7,
SJ_VALLEY.A,20060118,2359,0.11,,57,41,,,W,6,,,52,49,,161,0.04,98.9,73.1,
SJ_VALLEY.A,20060119,2359,0.00,,57,35,,,SE,3,,,52,47,,238,0.05,98.4,59.3,
SJ_VALLEY.A,20060120,2359,0.00,,60,40,,,SE,3,,,50,45,,418,0.06,99.5,43.3,
SJ_VALLEY.A,20060121,2359,0.00,,58,34,,,SE,2,,,50,46,,164,0.03,98.5,78.1,
SJ_VALLEY.A,20060122,2359,0.00,,61,37,,,SE,3,,,52,48,,270,0.06,99.0,52.2,
SJ_VALLEY.A,20060123,2359,0.00,,65,31,,,SE,3,,,51,45,,299,0.07,93.4,29.7,
SJ_VALLEY.A,20060124,2359,0.00,,72,33,,,SE,3,,,52,45,,299,0.07,94.8,31.3,
SJ_VALLEY.A,20060125,2359,0.00,,58,33,,,SE,4,,,51,45,,240,0.06,95.1,62.6,
SJ_VALLEY.A,20060126,2359,0.09,,57,41,,,W,4,,,53,49,,220,0.06,96.8,59.1,
SJ_VALLEY.A,20060127,2359,0.00,,58,33,,,SE,3,,,51,46,,183,0.04,97.9,67.5,
SJ_VALLEY.A,20060128,2359,0.01,,61,37,,,W,3,,,52,47,,222,0.05,99.1,60.6,
SJ_VALLEY.A,20060129,2359,0.02,,62,43,,,SE,4,,,55,51,,215,0.05,98.7,73.0,
SJ_VALLEY.A,20060130,2359,0.09,,60,39,,,W,4,,,54,49,,179,0.04,99.7,76.4,
SJ_VALLEY.A,20060131,1500,0.00,,63,39,,,SE,3,,,,,,240,0.05,98.7,58.7,
SJ_VALLEY.A,20060201,2359,0.00,,64,40,,,W,5,,,54,49,,248,0.07,97.2,41.7,
SJ_VALLEY.A,20060202,2359,0.02,,64,51,,,NW,4,,,57,53,,213,0.05,99.4,82.0,
SJ_VALLEY.A,20060203,2359,0.00,,68,49,,,E,3,,,59,54,,239,0.06,100.0,66.7,
SJ_VALLEY.A,20060204,2359,0.00,,62,44,,,NW,4,,,56,54,,126,0.04,99.8,53.7,
SJ_VALLEY.A,20060205,2359,0.00,,64,35,,,SE,5,,,55,49,,326,0.10,98.0,33.9,
SJ_VALLEY.A,20060206,2359,0.00,,73,38,,,SE,3,,,56,48,,277,0.08,91.3,40.4,
SJ_VALLEY.A,20060207,2359,0.00,,76,38,,,SE,3,,,57,50,,328,0.09,99.2,30.1,
